"","Region","Treatment","Years_Since_Exclosure","Group","Month","Mean_Plot_Albedo","SE","Season"
"2313","Telemark","UB",6,"Pine",10,0.144590652578039,0.000631077399278,"Autumn"
"2314","Trøndelag","UB",6,"Pine",10,0.145991738152666,0.00133577147508056,"Autumn"
"2315","Hedmark","B",7,"Pine",10,0.136369954788106,0.0038316846194843,"Autumn"
"2316","Telemark","B",7,"Pine",10,0.142049081003265,0.00110287032827726,"Autumn"
"2317","Trøndelag","B",7,"Pine",10,0.145915397512599,0.00078412186805338,"Autumn"
"2318","Hedmark","UB",7,"Pine",10,0.138955889925209,0.00225584666171582,"Autumn"
"2319","Telemark","UB",7,"Pine",10,0.143546687105174,0.00085036269616728,"Autumn"
"2320","Trøndelag","UB",7,"Pine",10,0.145469871133473,0.0015845935151817,"Autumn"
"2321","Hedmark","B",8,"Pine",10,0.13903059718676,0.00249246681567116,"Autumn"
"2322","Telemark","B",8,"Pine",10,0.140604454937316,0.00132496047924157,"Autumn"
"2323","Trøndelag","B",8,"Pine",10,0.145096142850052,0.000976864314713217,"Autumn"
"2324","Hedmark","UB",8,"Pine",10,0.140370904842583,0.00179070608080432,"Autumn"
"2325","Telemark","UB",8,"Pine",10,0.14269268079696,0.000962667955334069,"Autumn"
"2326","Trøndelag","UB",8,"Pine",10,0.145130659534528,0.00182120355904764,"Autumn"
"2327","Hedmark","B",9,"Pine",10,0.140679001456398,0.00255695533575563,"Autumn"
"2328","Telemark","B",9,"Pine",10,0.139409699959077,0.00146652105372164,"Autumn"
"2329","Trøndelag","B",9,"Pine",10,0.145815080956089,0.000818326659154853,"Autumn"
"2330","Hedmark","UB",9,"Pine",10,0.136504726439843,0.00659531363578392,"Autumn"
"2331","Telemark","UB",9,"Pine",10,0.141554845813245,0.00114897340982577,"Autumn"
"2332","Trøndelag","UB",9,"Pine",10,0.144546920002942,0.00180172365355802,"Autumn"
"2333","Hedmark","B",10,"Pine",10,0.139260744441882,0.00307948749514454,"Autumn"
"2334","Trøndelag","B",10,"Pine",10,0.145951923115573,0.000691258867548449,"Autumn"
"2335","Hedmark","UB",10,"Pine",10,0.132696504221492,0.00837682921576743,"Autumn"
"2336","Trøndelag","UB",10,"Pine",10,0.144243655827863,0.00168583283837486,"Autumn"
"2337","Hedmark","B",11,"Pine",10,0.135895687806137,0.00460854274179547,"Autumn"
"2338","Trøndelag","B",11,"Pine",10,0.145866294993475,0.000659005223778443,"Autumn"
"2339","Hedmark","UB",11,"Pine",10,0.13061769233499,0.0089463677420681,"Autumn"
"2340","Trøndelag","UB",11,"Pine",10,0.143345092192668,0.00191575284350166,"Autumn"
"2341","Telemark","B",1,"Spruce",10,0.151609727023606,0.000831704664455622,"Autumn"
"2342","Trøndelag","B",1,"Spruce",10,0.151410198399823,0.00107890752598215,"Autumn"
"2343","Telemark","UB",1,"Spruce",10,0.148715320311768,0.00223319758151346,"Autumn"
"2344","Trøndelag","UB",1,"Spruce",10,0.15146508757469,0.000992169756342872,"Autumn"
"2345","Hedmark","B",2,"Spruce",10,0.147443138977445,0.00210488255805051,"Autumn"
"2346","Telemark","B",2,"Spruce",10,0.151970115543846,0.00078921666919481,"Autumn"
"2347","Trøndelag","B",2,"Spruce",10,0.150696844835392,0.00148731889272659,"Autumn"
"2348","Hedmark","UB",2,"Spruce",10,0.1415621603728,0.00562039423592892,"Autumn"
"2349","Telemark","UB",2,"Spruce",10,0.149270517968664,0.00220749771944759,"Autumn"
"2350","Trøndelag","UB",2,"Spruce",10,0.15091670600328,0.00098274861130304,"Autumn"
"2351","Hedmark","B",3,"Spruce",10,0.147168603814887,0.00153272131302697,"Autumn"
"2352","Telemark","B",3,"Spruce",10,0.151782131435009,0.000653599547409398,"Autumn"
"2353","Trøndelag","B",3,"Spruce",10,0.150399471803527,0.00123138763122277,"Autumn"
"2354","Hedmark","UB",3,"Spruce",10,0.144173576696427,0.00360009888281671,"Autumn"
"2355","Telemark","UB",3,"Spruce",10,0.14861707719398,0.00173590581323025,"Autumn"
"2356","Trøndelag","UB",3,"Spruce",10,0.150563698093615,0.000924155613080319,"Autumn"
"2357","Hedmark","B",4,"Spruce",10,0.14571200789935,0.00207237870315807,"Autumn"
"2358","Telemark","B",4,"Spruce",10,0.151358300848575,0.000712978667925525,"Autumn"
"2359","Trøndelag","B",4,"Spruce",10,0.149587268666826,0.00124590351300578,"Autumn"
"2360","Hedmark","UB",4,"Spruce",10,0.142326382516556,0.00358123815219958,"Autumn"
"2361","Telemark","UB",4,"Spruce",10,0.147060451436617,0.00195727421648476,"Autumn"
"2362","Trøndelag","UB",4,"Spruce",10,0.148889535384708,0.001070453238166,"Autumn"
"2363","Hedmark","B",5,"Spruce",10,0.143378386529311,0.00274165425276424,"Autumn"
"2364","Telemark","B",5,"Spruce",10,0.150767280539474,0.000934561832184163,"Autumn"
"2365","Trøndelag","B",5,"Spruce",10,0.1478941377504,0.00142031138741751,"Autumn"
"2366","Hedmark","UB",5,"Spruce",10,0.140607618909229,0.00442118436153628,"Autumn"
"2367","Telemark","UB",5,"Spruce",10,0.145639178320296,0.00212111266895763,"Autumn"
"2368","Trøndelag","UB",5,"Spruce",10,0.147079668024273,0.00142941468665883,"Autumn"
"2369","Hedmark","B",6,"Spruce",10,0.142237362809439,0.00293056529641516,"Autumn"
"2370","Telemark","B",6,"Spruce",10,0.14973194983235,0.00111673082260666,"Autumn"
"2371","Trøndelag","B",6,"Spruce",10,0.144933673951244,0.00228041174650564,"Autumn"
"2372","Hedmark","UB",6,"Spruce",10,0.139157015010108,0.0041535348705979,"Autumn"
"2373","Telemark","UB",6,"Spruce",10,0.144707516499411,0.0024664277619933,"Autumn"
"2374","Trøndelag","UB",6,"Spruce",10,0.14556257177828,0.0018123351855856,"Autumn"
"2375","Hedmark","B",7,"Spruce",10,0.138572956781152,0.00363452314437861,"Autumn"
"2376","Telemark","B",7,"Spruce",10,0.148509995691712,0.00126618478769316,"Autumn"
"2377","Trøndelag","B",7,"Spruce",10,0.143796604229913,0.00222715186967004,"Autumn"
"2378","Hedmark","UB",7,"Spruce",10,0.136999828418208,0.00464571523516733,"Autumn"
"2379","Telemark","UB",7,"Spruce",10,0.143685601264337,0.00243927871101882,"Autumn"
"2380","Trøndelag","UB",7,"Spruce",10,0.145308093178066,0.00171039320484739,"Autumn"
"2381","Hedmark","B",8,"Spruce",10,0.142328334688636,0.00353089659050844,"Autumn"
"2382","Telemark","B",8,"Spruce",10,0.147242211666682,0.00171018708875941,"Autumn"
"2383","Trøndelag","B",8,"Spruce",10,0.141912727956411,0.00257654794463524,"Autumn"
"2384","Hedmark","UB",8,"Spruce",10,0.142445733191602,0.00332439870054807,"Autumn"
"2385","Telemark","UB",8,"Spruce",10,0.141808100067338,0.0026723000993383,"Autumn"
"2386","Trøndelag","UB",8,"Spruce",10,0.143971888576196,0.00206297273820143,"Autumn"
"2387","Hedmark","B",9,"Spruce",10,0.144691725777286,0.00346548504912621,"Autumn"
"2388","Telemark","B",9,"Spruce",10,0.146175683592901,0.0019256477215813,"Autumn"
"2389","Trøndelag","B",9,"Spruce",10,0.141556350586422,0.00271510525479595,"Autumn"
"2390","Hedmark","UB",9,"Spruce",10,0.146833278817366,0.00305524394592125,"Autumn"
"2391","Telemark","UB",9,"Spruce",10,0.140992452249286,0.00280720085741808,"Autumn"
"2392","Trøndelag","UB",9,"Spruce",10,0.143898649236669,0.00187465482995432,"Autumn"
"2393","Hedmark","B",10,"Spruce",10,0.14235754101023,0.00519010755207919,"Autumn"
"2394","Trøndelag","B",10,"Spruce",10,0.140696513830611,0.00317249364727773,"Autumn"
"2395","Hedmark","UB",10,"Spruce",10,0.143660725176719,0.00489215399244001,"Autumn"
"2396","Trøndelag","UB",10,"Spruce",10,0.142795719125098,0.00225080164343184,"Autumn"
"2397","Hedmark","B",11,"Spruce",10,0.139324324557492,0.00726546605147159,"Autumn"
"2398","Trøndelag","B",11,"Spruce",10,0.139510379773474,0.00300682258117908,"Autumn"
"2399","Hedmark","UB",11,"Spruce",10,0.14290085263038,0.005649885006095,"Autumn"
"2400","Trøndelag","UB",11,"Spruce",10,0.143441590317717,0.00198368302860936,"Autumn"
"2401","Telemark","B",1,"Composite",11,0.226210999468267,0.0111657583267585,"Autumn"
"2402","Trøndelag","B",1,"Composite",11,0.218144664473116,0.00849666594953982,"Autumn"
"2403","Telemark","UB",1,"Composite",11,0.222729140904966,0.0103747297952577,"Autumn"
"2404","Trøndelag","UB",1,"Composite",11,0.218395295645051,0.00842208375420117,"Autumn"
"2405","Hedmark","B",2,"Composite",11,0.173520627776974,0.00678070336302207,"Autumn"
"2406","Telemark","B",2,"Composite",11,0.224462048598399,0.0107902777689573,"Autumn"
"2407","Trøndelag","B",2,"Composite",11,0.217846739935926,0.00858162227988574,"Autumn"
"2408","Hedmark","UB",2,"Composite",11,0.169968014896941,0.00817394484946905,"Autumn"
"2409","Telemark","UB",2,"Composite",11,0.223070967013597,0.0103949607036593,"Autumn"
"2410","Trøndelag","UB",2,"Composite",11,0.217974446986164,0.00823285157593415,"Autumn"
"2411","Hedmark","B",3,"Composite",11,0.171447113546125,0.00400453343708694,"Autumn"
"2412","Telemark","B",3,"Composite",11,0.224164295931689,0.0108092513336364,"Autumn"
"2413","Trøndelag","B",3,"Composite",11,0.217137038445748,0.008524135789172,"Autumn"
"2414","Hedmark","UB",3,"Composite",11,0.169426086879635,0.00483258519269267,"Autumn"
"2415","Telemark","UB",3,"Composite",11,0.221762655527011,0.01055331935265,"Autumn"
"2416","Trøndelag","UB",3,"Composite",11,0.216826694622425,0.00826594690182612,"Autumn"
"2417","Hedmark","B",4,"Composite",11,0.16970284723729,0.00421221348280452,"Autumn"
"2418","Telemark","B",4,"Composite",11,0.223626518393668,0.0108217026618692,"Autumn"
"2419","Trøndelag","B",4,"Composite",11,0.216340059637063,0.00852058136730042,"Autumn"
"2420","Hedmark","UB",4,"Composite",11,0.16756919906189,0.00491289829824447,"Autumn"
"2421","Telemark","UB",4,"Composite",11,0.220304249534822,0.0104666075431878,"Autumn"
"2422","Trøndelag","UB",4,"Composite",11,0.215627311614218,0.0083807078414182,"Autumn"
"2423","Hedmark","B",5,"Composite",11,0.166724299499955,0.00442169024351153,"Autumn"
"2424","Telemark","B",5,"Composite",11,0.222306747282191,0.0107754437033171,"Autumn"
"2425","Trøndelag","B",5,"Composite",11,0.215651026287196,0.00854532052337667,"Autumn"
"2426","Hedmark","UB",5,"Composite",11,0.163433317848392,0.00549872947608068,"Autumn"
"2427","Telemark","UB",5,"Composite",11,0.218618457781598,0.0104430579875993,"Autumn"
"2428","Trøndelag","UB",5,"Composite",11,0.214118867113715,0.00856186663880536,"Autumn"
"2429","Hedmark","B",6,"Composite",11,0.167126673051395,0.00480256043848038,"Autumn"
"2430","Telemark","B",6,"Composite",11,0.220761250470492,0.0108036374393645,"Autumn"
"2431","Trøndelag","B",6,"Composite",11,0.214789786291221,0.0085076245182722,"Autumn"
"2432","Hedmark","UB",6,"Composite",11,0.162427325037182,0.00574071180519792,"Autumn"
"2433","Telemark","UB",6,"Composite",11,0.216570773491615,0.0104982747751735,"Autumn"
"2434","Trøndelag","UB",6,"Composite",11,0.212545006373658,0.00868384350175732,"Autumn"
"2435","Hedmark","B",7,"Composite",11,0.163835363721267,0.00526255274609629,"Autumn"
"2436","Telemark","B",7,"Composite",11,0.219506857613994,0.0107408473071524,"Autumn"
"2437","Trøndelag","B",7,"Composite",11,0.215055367489682,0.00874674887919094,"Autumn"
"2438","Hedmark","UB",7,"Composite",11,0.159461857617581,0.00613422589273942,"Autumn"
"2439","Telemark","UB",7,"Composite",11,0.215729722036097,0.0105662919406492,"Autumn"
"2440","Trøndelag","UB",7,"Composite",11,0.210433990475649,0.0088709404348578,"Autumn"
"2441","Hedmark","B",8,"Composite",11,0.168409391529929,0.00517051743775633,"Autumn"
"2442","Telemark","B",8,"Composite",11,0.217753838230042,0.010752894334127,"Autumn"
"2443","Trøndelag","B",8,"Composite",11,0.214362903084523,0.00899270675913727,"Autumn"
"2444","Hedmark","UB",8,"Composite",11,0.16148349361375,0.00727828903989412,"Autumn"
"2445","Telemark","UB",8,"Composite",11,0.213908812075642,0.0106453185500048,"Autumn"
"2446","Trøndelag","UB",8,"Composite",11,0.208011044195771,0.00914962209582436,"Autumn"
"2447","Hedmark","B",9,"Composite",11,0.175099066446007,0.0147282693859925,"Autumn"
"2448","Telemark","B",9,"Composite",11,0.216619850443695,0.0107292575444891,"Autumn"
"2449","Trøndelag","B",9,"Composite",11,0.2134015342738,0.00893416862729698,"Autumn"
"2450","Hedmark","UB",9,"Composite",11,0.168674540903957,0.0164494707147164,"Autumn"
"2451","Telemark","UB",9,"Composite",11,0.212839990497725,0.0106172368019622,"Autumn"
"2452","Trøndelag","UB",9,"Composite",11,0.207499056872003,0.00924482840051389,"Autumn"
"2453","Hedmark","B",10,"Composite",11,0.171758915849794,0.0141985501656414,"Autumn"
"2454","Trøndelag","B",10,"Composite",11,0.213505784444952,0.00889073804503479,"Autumn"
"2455","Hedmark","UB",10,"Composite",11,0.165513275633844,0.0163298484952705,"Autumn"
"2456","Trøndelag","UB",10,"Composite",11,0.207144177676189,0.00920190289032867,"Autumn"
"2457","Hedmark","B",11,"Composite",11,0.169456079815556,0.0150724722137651,"Autumn"
"2458","Trøndelag","B",11,"Composite",11,0.21218403038816,0.00883186935825196,"Autumn"
"2459","Hedmark","UB",11,"Composite",11,0.165074576177501,0.0169225876092864,"Autumn"
"2460","Trøndelag","UB",11,"Composite",11,0.207225746638311,0.00893736205362574,"Autumn"
"2461","Telemark","B",1,"Deciduous",11,0.233354576323446,0.0116148642624396,"Autumn"
"2462","Trøndelag","B",1,"Deciduous",11,0.222892864228011,0.00949577733483121,"Autumn"
"2463","Telemark","UB",1,"Deciduous",11,0.231567387897097,0.0111987662325224,"Autumn"
"2464","Trøndelag","UB",1,"Deciduous",11,0.220677261632816,0.00940391691232857,"Autumn"
"2465","Hedmark","B",2,"Deciduous",11,0.185861080045954,0.00767769425596742,"Autumn"
"2466","Telemark","B",2,"Deciduous",11,0.230134032640567,0.0111784032912925,"Autumn"
"2467","Trøndelag","B",2,"Deciduous",11,0.222201183671407,0.00958001157685603,"Autumn"
"2468","Hedmark","UB",2,"Deciduous",11,0.18590598166969,0.00780549171343773,"Autumn"
"2469","Telemark","UB",2,"Deciduous",11,0.230682065807012,0.0112520841590066,"Autumn"
"2470","Trøndelag","UB",2,"Deciduous",11,0.220009543134402,0.00945656277620093,"Autumn"
"2471","Hedmark","B",3,"Deciduous",11,0.181083093154028,0.00434171886348793,"Autumn"
"2472","Telemark","B",3,"Deciduous",11,0.230213105707768,0.0112210670220687,"Autumn"
"2473","Trøndelag","B",3,"Deciduous",11,0.222344809852242,0.00963056985570526,"Autumn"
"2474","Hedmark","UB",3,"Deciduous",11,0.179015354760481,0.00485945199054913,"Autumn"
"2475","Telemark","UB",3,"Deciduous",11,0.229734103372032,0.0112984557335538,"Autumn"
"2476","Trøndelag","UB",3,"Deciduous",11,0.222341467909521,0.00932330920918032,"Autumn"
"2477","Hedmark","B",4,"Deciduous",11,0.180683942180317,0.0042924835324858,"Autumn"
"2478","Telemark","B",4,"Deciduous",11,0.229863507082087,0.0111705872602935,"Autumn"
"2479","Trøndelag","B",4,"Deciduous",11,0.221583437405614,0.00961186237921298,"Autumn"
"2480","Hedmark","UB",4,"Deciduous",11,0.17747296437383,0.00501914958055839,"Autumn"
"2481","Telemark","UB",4,"Deciduous",11,0.228628705651587,0.0113374274294829,"Autumn"
"2482","Trøndelag","UB",4,"Deciduous",11,0.221150435328381,0.00945218759792605,"Autumn"
"2483","Hedmark","B",5,"Deciduous",11,0.179733452990219,0.00429364995634131,"Autumn"
"2484","Telemark","B",5,"Deciduous",11,0.229518039931532,0.0111902233840869,"Autumn"
"2485","Trøndelag","B",5,"Deciduous",11,0.221541590959977,0.00961257525542154,"Autumn"
"2486","Hedmark","UB",5,"Deciduous",11,0.175001803521027,0.00559930457194592,"Autumn"
"2487","Telemark","UB",5,"Deciduous",11,0.227486689814331,0.0114307481590278,"Autumn"
"2488","Trøndelag","UB",5,"Deciduous",11,0.220267255136011,0.0096142412202024,"Autumn"
"2489","Hedmark","B",6,"Deciduous",11,0.180169237161377,0.00423480719170715,"Autumn"
"2490","Telemark","B",6,"Deciduous",11,0.229106551425405,0.0112156970973567,"Autumn"
"2491","Trøndelag","B",6,"Deciduous",11,0.22111106806389,0.00956190609062243,"Autumn"
"2492","Hedmark","UB",6,"Deciduous",11,0.173715644411707,0.00575573329908646,"Autumn"
"2493","Telemark","UB",6,"Deciduous",11,0.226052664618163,0.011422006676397,"Autumn"
"2494","Trøndelag","UB",6,"Deciduous",11,0.218279795571162,0.00972771963036343,"Autumn"
"2495","Hedmark","B",7,"Deciduous",11,0.179224222311,0.00429936585557038,"Autumn"
"2496","Telemark","B",7,"Deciduous",11,0.228718637194358,0.0112253066301853,"Autumn"
"2497","Trøndelag","B",7,"Deciduous",11,0.220785645899421,0.00962619859599107,"Autumn"
"2498","Hedmark","UB",7,"Deciduous",11,0.172320505426351,0.00591748047480749,"Autumn"
"2499","Telemark","UB",7,"Deciduous",11,0.225225371926609,0.011415732121278,"Autumn"
"2500","Trøndelag","UB",7,"Deciduous",11,0.216060793933521,0.00980454134851223,"Autumn"
"2501","Hedmark","B",8,"Deciduous",11,0.17634636170907,0.00530200056150109,"Autumn"
"2502","Telemark","B",8,"Deciduous",11,0.228148908207362,0.0112011543288004,"Autumn"
"2503","Trøndelag","B",8,"Deciduous",11,0.219593018305321,0.00964286182030824,"Autumn"
"2504","Hedmark","UB",8,"Deciduous",11,0.164537750043039,0.00827959588944246,"Autumn"
"2505","Telemark","UB",8,"Deciduous",11,0.22404630644087,0.0115468732156659,"Autumn"
"2506","Trøndelag","UB",8,"Deciduous",11,0.212873822914504,0.00999287374745435,"Autumn"
"2507","Hedmark","B",9,"Deciduous",11,0.178457722411965,0.0176880198715017,"Autumn"
"2508","Telemark","B",9,"Deciduous",11,0.228042134477962,0.0111909561836491,"Autumn"
"2509","Trøndelag","B",9,"Deciduous",11,0.218452408886634,0.00975145782551882,"Autumn"
"2510","Hedmark","UB",9,"Deciduous",11,0.169690353961887,0.0186013976017183,"Autumn"
"2511","Telemark","UB",9,"Deciduous",11,0.223489099205482,0.0115270388417265,"Autumn"
"2512","Trøndelag","UB",9,"Deciduous",11,0.212824543793003,0.0103812790165953,"Autumn"
"2513","Hedmark","B",10,"Deciduous",11,0.176748919544767,0.0180191435468014,"Autumn"
"2514","Trøndelag","B",10,"Deciduous",11,0.218852601998351,0.00969792058825673,"Autumn"
"2515","Hedmark","UB",10,"Deciduous",11,0.1680241924381,0.0177078352553614,"Autumn"
"2516","Trøndelag","UB",10,"Deciduous",11,0.2125306488704,0.0103266823263651,"Autumn"
"2517","Hedmark","B",11,"Deciduous",11,0.175272050395558,0.0186422469004607,"Autumn"
"2518","Trøndelag","B",11,"Deciduous",11,0.218455200390872,0.00981818244290934,"Autumn"
"2519","Hedmark","UB",11,"Deciduous",11,0.168462281309486,0.0181199573769773,"Autumn"
"2520","Trøndelag","UB",11,"Deciduous",11,0.212895737695624,0.0102411444528052,"Autumn"
"2521","Telemark","B",1,"Pine",11,0.228462972748026,0.0143967634549846,"Autumn"
"2522","Trøndelag","B",1,"Pine",11,0.215747242542963,0.00919204558617792,"Autumn"
"2523","Telemark","UB",1,"Pine",11,0.226753374974735,0.0124741394007379,"Autumn"
"2524","Trøndelag","UB",1,"Pine",11,0.208579673134417,0.0113284734150829,"Autumn"
"2525","Hedmark","B",2,"Pine",11,0.174063953097468,0.00863711287861782,"Autumn"
"2526","Telemark","B",2,"Pine",11,0.22575190632384,0.0125097395391547,"Autumn"
"2527","Trøndelag","B",2,"Pine",11,0.216014590846807,0.00919155573826164,"Autumn"
"2528","Hedmark","UB",2,"Pine",11,0.171280900181735,0.00618331132193034,"Autumn"
"2529","Telemark","UB",2,"Pine",11,0.229665295673245,0.0119656767091769,"Autumn"
"2530","Trøndelag","UB",2,"Pine",11,0.223651611720609,0.0111685875674478,"Autumn"
"2531","Hedmark","B",3,"Pine",11,0.17071875119757,0.00407683579840957,"Autumn"
"2532","Telemark","B",3,"Pine",11,0.228231358442921,0.0132330789446983,"Autumn"
"2533","Trøndelag","B",3,"Pine",11,0.215768523153004,0.00919116813942569,"Autumn"
"2534","Hedmark","UB",3,"Pine",11,0.170641401236415,0.00348690939055501,"Autumn"
"2535","Telemark","UB",3,"Pine",11,0.229392126385681,0.0120103599708715,"Autumn"
"2536","Trøndelag","UB",3,"Pine",11,0.223431643291309,0.0111879209918164,"Autumn"
"2537","Hedmark","B",4,"Pine",11,0.169458250359421,0.00418484238264122,"Autumn"
"2538","Telemark","B",4,"Pine",11,0.222075040748877,0.0119108782220912,"Autumn"
"2539","Trøndelag","B",4,"Pine",11,0.215851110283951,0.00811925993419584,"Autumn"
"2540","Hedmark","UB",4,"Pine",11,0.169841567706171,0.00352128641966304,"Autumn"
"2541","Telemark","UB",4,"Pine",11,0.228885446004882,0.012002095294611,"Autumn"
"2542","Trøndelag","UB",4,"Pine",11,0.222722689839525,0.0111037211103219,"Autumn"
"2543","Hedmark","B",5,"Pine",11,0.167021207038882,0.00473861721111714,"Autumn"
"2544","Telemark","B",5,"Pine",11,0.221117627194444,0.0119486957493649,"Autumn"
"2545","Trøndelag","B",5,"Pine",11,0.214783639403372,0.00902610236325311,"Autumn"
"2546","Hedmark","UB",5,"Pine",11,0.168702640169334,0.00359353147609393,"Autumn"
"2547","Telemark","UB",5,"Pine",11,0.228141469103717,0.0120335106209198,"Autumn"
"2548","Trøndelag","UB",5,"Pine",11,0.222236141298746,0.0110282952275527,"Autumn"
"2549","Hedmark","B",6,"Pine",11,0.168203041987977,0.00486142157496032,"Autumn"
"2550","Telemark","B",6,"Pine",11,0.219815321814212,0.0119557110582804,"Autumn"
"2551","Trøndelag","B",6,"Pine",11,0.214472413062399,0.00898361810886002,"Autumn"
"2552","Hedmark","UB",6,"Pine",11,0.169721299597018,0.00395412036011145,"Autumn"
"2553","Telemark","UB",6,"Pine",11,0.224168828758531,0.0125304194385665,"Autumn"
"2554","Trøndelag","UB",6,"Pine",11,0.222247232895002,0.0110075470911726,"Autumn"
"2555","Hedmark","B",7,"Pine",11,0.165937149870198,0.00531866849652108,"Autumn"
"2556","Telemark","B",7,"Pine",11,0.218332506531437,0.0119420528440844,"Autumn"
"2557","Trøndelag","B",7,"Pine",11,0.214606173199757,0.00893841989071995,"Autumn"
"2558","Hedmark","UB",7,"Pine",11,0.16877989105474,0.00445267986773415,"Autumn"
"2559","Telemark","UB",7,"Pine",11,0.222921439060624,0.0126076015616061,"Autumn"
"2560","Trøndelag","UB",7,"Pine",11,0.221635537977869,0.010851350930645,"Autumn"
"2561","Hedmark","B",8,"Pine",11,0.167675533053773,0.00459808600053806,"Autumn"
"2562","Telemark","B",8,"Pine",11,0.216535975058776,0.0118244857800585,"Autumn"
"2563","Trøndelag","B",8,"Pine",11,0.21372985701982,0.00912436867367016,"Autumn"
"2564","Hedmark","UB",8,"Pine",11,0.170205420871105,0.00537678758932646,"Autumn"
"2565","Telemark","UB",8,"Pine",11,0.221889092944073,0.0126341501007659,"Autumn"
"2566","Trøndelag","UB",8,"Pine",11,0.221242549482956,0.0107796742520738,"Autumn"
"2567","Hedmark","B",9,"Pine",11,0.178029946396974,0.0105952051581165,"Autumn"
"2568","Telemark","B",9,"Pine",11,0.215078219132669,0.0118084958818439,"Autumn"
"2569","Trøndelag","B",9,"Pine",11,0.216447204312999,0.00951435704371087,"Autumn"
"2570","Hedmark","UB",9,"Pine",11,0.173744342215987,0.0155755801730946,"Autumn"
"2571","Telemark","UB",9,"Pine",11,0.220529590923875,0.0127123496922399,"Autumn"
"2572","Trøndelag","UB",9,"Pine",11,0.213585651829938,0.0113884181659638,"Autumn"
"2573","Hedmark","B",10,"Pine",11,0.176529727796349,0.0108287556944607,"Autumn"
"2574","Trøndelag","B",10,"Pine",11,0.216590953156517,0.00944943816762192,"Autumn"
"2575","Hedmark","UB",10,"Pine",11,0.169753812054441,0.0173026158443297,"Autumn"
"2576","Trøndelag","UB",10,"Pine",11,0.213211039098617,0.0111504710938324,"Autumn"
"2577","Hedmark","B",11,"Pine",11,0.17295899804334,0.0113184618565879,"Autumn"
"2578","Trøndelag","B",11,"Pine",11,0.216492823050268,0.00945206025967675,"Autumn"
"2579","Hedmark","UB",11,"Pine",11,0.16756134985906,0.0177707894387662,"Autumn"
"2580","Trøndelag","UB",11,"Pine",11,0.212187091057457,0.0110381324378243,"Autumn"
"2581","Telemark","B",1,"Spruce",11,0.220926121490242,0.00971593832930526,"Autumn"
"2582","Trøndelag","B",1,"Spruce",11,0.210079950341787,0.00773246354017587,"Autumn"
"2583","Telemark","UB",1,"Spruce",11,0.214932337483741,0.00911273517064032,"Autumn"
"2584","Trøndelag","UB",1,"Spruce",11,0.21013496440237,0.00772816283150973,"Autumn"
"2585","Hedmark","B",2,"Spruce",11,0.172116109638087,0.0064341196008595,"Autumn"
"2586","Telemark","B",2,"Spruce",11,0.221471124677166,0.00994363627476219,"Autumn"
"2587","Trøndelag","B",2,"Spruce",11,0.209249614736694,0.00770535231009914,"Autumn"
"2588","Hedmark","UB",2,"Spruce",11,0.165761509887789,0.00736656987309912,"Autumn"
"2589","Telemark","UB",2,"Spruce",11,0.215579162782086,0.00902444018641787,"Autumn"
"2590","Trøndelag","UB",2,"Spruce",11,0.209480238871331,0.00772958389289,"Autumn"
"2591","Hedmark","B",3,"Spruce",11,0.168989627277843,0.00403092416163557,"Autumn"
"2592","Telemark","B",3,"Spruce",11,0.221198084282466,0.00986661009310967,"Autumn"
"2593","Trøndelag","B",3,"Spruce",11,0.208895615871033,0.00776208792144123,"Autumn"
"2594","Hedmark","UB",3,"Spruce",11,0.165482051601374,0.00455221383714576,"Autumn"
"2595","Telemark","UB",3,"Spruce",11,0.214881467910536,0.00917811747999884,"Autumn"
"2596","Trøndelag","UB",3,"Spruce",11,0.209074622158194,0.00782667279509078,"Autumn"
"2597","Hedmark","B",4,"Spruce",11,0.166913216983629,0.00393347711095661,"Autumn"
"2598","Telemark","B",4,"Spruce",11,0.220639243899741,0.00987653341228424,"Autumn"
"2599","Trøndelag","B",4,"Spruce",11,0.207924709382425,0.00781611960668676,"Autumn"
"2600","Hedmark","UB",4,"Spruce",11,0.163480125292179,0.00429554724306582,"Autumn"
"2601","Telemark","UB",4,"Spruce",11,0.212765468217998,0.00893854654684443,"Autumn"
"2602","Trøndelag","UB",4,"Spruce",11,0.207046031815755,0.00774817041611858,"Autumn"
"2603","Hedmark","B",5,"Spruce",11,0.16439208210255,0.00407146666191221,"Autumn"
"2604","Telemark","B",5,"Spruce",11,0.219821770784248,0.0097763397241564,"Autumn"
"2605","Trøndelag","B",5,"Spruce",11,0.205906541102464,0.00772124484417551,"Autumn"
"2606","Hedmark","UB",5,"Spruce",11,0.161351244127655,0.0046708516554083,"Autumn"
"2607","Telemark","UB",5,"Spruce",11,0.210873725421707,0.00878597585662036,"Autumn"
"2608","Trøndelag","UB",5,"Spruce",11,0.204906226777678,0.00780830329761363,"Autumn"
"2609","Hedmark","B",6,"Spruce",11,0.164664856411515,0.00440115121568084,"Autumn"
"2610","Telemark","B",6,"Spruce",11,0.21843842945489,0.00971831266812741,"Autumn"
"2611","Trøndelag","B",6,"Spruce",11,0.202352846382601,0.00776163056083058,"Autumn"
"2612","Hedmark","UB",6,"Spruce",11,0.161272768216311,0.00477330923767413,"Autumn"
"2613","Telemark","UB",6,"Spruce",11,0.20959527029344,0.00877391931915561,"Autumn"
